Username,Time,Tweet,Retweets,Likes,Interaction Count
klay,2023-09-27T22:22:53.000Z,basically trade Jrue for Dame NBA makes no sense bruh,0,0,10
Fred Smith,2023-09-27T22:08:02.000Z,I think Miami Heat fans colluded to keep Dame out of Miami by being delusional blowhards certain they were owed an NBA player under contract if they were weird about it online for long enough,2,13,15
Theo Ash,2023-09-27T20:06:39.000Z,Jimmy Butler telling the NBA the Bucks tampered mere seconds after learning he’s getting Dame,2,287,289
The God Tony Cash,2023-09-27T21:36:26.000Z,"It is going to succ to watch the 
@MiamiHEAT
 regress so much this season after not doing everything they could to get Dame. #NBA",0,0,10
Scary Alvarez,2023-09-27T23:01:31.000Z,Me running to bet on Milwaukee as 2024 NBA champion after hearing about the Dame Lillard deal,0,27,27
Mike,2023-09-27T23:35:05.000Z,remember when the bucks loud crowd got written warnings from the NBA about calling Dame a sound cloud rapper?!?!?!?,2,10,12
Kas,2023-09-27T19:36:45.000Z,DAME & GIANNIS?!?! Nba u gotta b kidding me and then they let them Keep Middleton too after all this? HOW SWAY,0,2,12
Box Score Sports,2023-09-27T19:40:01.000Z,"INSANE! DAME TRADED to....the BUCKS?!??! Bucks Fan reacts! https://youtu.be/I3PJk81P0l0?si=mwx2Jw1UHvSPh_9U… via 
@YouTube
 #dame #NBA #nbatrade #trade #FearTheDeer #Blazers #basketball",0,5,15
ElChupetero,2023-09-27T22:46:51.000Z,"How do you #Lillard trade the biggest name in the #NBA with two other teams and come out last in the trade  asking for a friend….   
@Dame_Lillard
 @NBA
 @trailblazers
 @Bucks",0,0,10
BostonianVsTheBook,2023-09-27T20:31:44.000Z,"We love breaking news on BvB! 

And whoa - did the NBA give us some today! Dame Time in Milwaukee! 
@sportstalkmatt
 and 
@SportsbkConsig
 reacted to the news on the show today #BvBrigade",3,6,19
Daniel Okin,2023-09-27T20:47:59.000Z,Sometimes the NBA really has a habit of painting itself ,0,21,21
,2023-09-27T23:42:06.000Z,1x NBA Champion on there soon life is good,0,10,10
Harrison Sanford,2023-09-27T19:42:10.000Z,Shoutout to Dame and the NBA for putting some ice on the Kelce/Swift overpouring of news,0,4,14
Sarah Ramsingh,2023-09-27T22:32:52.000Z,"It's the only win Celtics are gonna claim this year. ;)

#dame #miami #nba #ecf #bucks",0,1,11
Ashley Nicole Moss,2023-09-27T20:14:51.000Z,is Dame the only star in NBA history to resign with a team and then change his mind?,1,15,16
Letting Go,2023-09-27T20:23:24.000Z,"Dame to the Bucks is a Game changer for them. Honestly it’s a perfect fit for Dame, because it’s one of maybe 2 teams in the NBA that can mitigate his lack of defense.

It will be interesting to watch Giannis & Middleton offball & how they work in that system. But Bucks are more…",3,38,41
Josh Eberley,2023-09-27T23:38:39.000Z,Who was the target demographic on this single? Aggregators? Did Dame make a track for NBA Central and Legion Hoops? Lmao,3,20,23
Phillip Kadek,2023-09-27T20:18:51.000Z,"He’s playing with Giannis Antetokounmpo, a former two time MVP, DPOY and NBA champion… Portland did Dame a favor and sent him to a contending team with a TOP 3 player in the NBA.",0,4,14
Salvador Hidalgo,2023-09-27T20:04:17.000Z,"I guess Giannis gonna renew his contract cuz the #Bucks are fully committed for what ever he ask for ! 
Congrats 
@Giannis_An34
 it’s #DameTime in da house and both of you gonna be 
Letal weapon from every where 
@Dame_Lillard
 #NBA",1,49,50
Phil Weinland,2023-09-27T20:49:58.000Z,"Nah! Don’t blame Portland. It’s on Dame and 
@NBA
 Dame said I want Miami and the NBA said “Hold my beer”. The league wasn’t going to let Dame get what he wanted unless Portland got fair deal.",0,0,10
Michael Govier,2023-09-27T19:48:47.000Z,Holy shit! A rare surprise in the NBA! I love it! Giannis & Dame! #NBA #Dame #FearTheDeer,1,4,15
Gage,2023-09-27T19:32:54.000Z,"the nba discourse sucks so much sometimes

dame is under contract. he can choose to sign with whoever he wants when he hits free agency. don’t care where dude “wanted” to go",0,20,20
OutKick Bets,2023-09-27T21:00:00.000Z,"Are you betting the 
@Bucks
 to the 2023-24 NBA title after they traded for 
@Dame_Lillard
?",3,4,17
Mike Carver,2023-09-27T18:59:20.000Z,"Wed C2C starts NOW on 
@SportsGrid
, 
@SportsGridRadio
 ch 159 on 
@SiriusXM
 & more

In for Ferrall along w 
@GOFORTHE2
 as we have a big mid week football show and a huge NBA trade
@sportsrage
, 
@DavisMattek
, 
@CoachYoungNJ
 on Dame Time trade and 
@CamStewartLive
 with #RyderCup picks all…",4,4,18
.,2023-09-27T18:55:58.000Z,For Dame? sometimes you gotta say fuck niggas ,0,21,21
Basketballismyreligion,2023-09-27T19:30:40.000Z,Can you imagine what NBA twitter would look like if they get beat in the second round ? ,0,30,30
Andy Herman,2023-09-27T19:21:58.000Z,"Waiting for the 
@ZachLowe_NBA
 Dame to the Bucks podcast. Hurry up, Zach!!!",0,54,54
Rachel Nichols,2023-09-27T19:32:17.000Z,"Annnd here are how the 
@DKSportsbook
 odds shifted for the Heat after Dame was sent to Portland instead of Miami:

NBA Champ
- Before: +900
- After: +2800

Eastern Conference:
- Before: +400
- After: +1300

No. 1 Seed:
- Before: +475
- After: +600",0,32,32
†,2023-09-27T20:08:31.000Z,"Giannis said give me something or im leaving and the bucks gave him prime Dame

LeBron said the same thing and the Cavs gave him 37 year old Shaq",1100,12000,13100
NBA on ESPN,2023-09-27T19:41:11.000Z,"""Lethal.""
@stephenasmith
 on Dame Lillard joining Giannis and the Bucks.",406,2600,3006
Fanimal,2023-09-27T18:58:56.000Z,"Giannis says he’ll leave Milwaukee to win a championship and Bucks responded by trading for Dame 

Embiid says he’ll leave Philly to win a championship and the Sixers responded by having Morey take a picture out front of a Crumbl cookies location

Wtf did I do to deserve this? ",433,3000,3433
junes (dame is a buck),2023-09-27T19:39:47.000Z,"Bucks now have 3 franchises All Time Leading Scorer

-Giannis (Bucks)
-Dame (Blazers)
-Brook (Nets)",159,1800,1959
Broward Stern,2023-09-27T19:29:50.000Z,"See me wit a tux, rangs, trucks, planes
Honest, before Giannis, I got Bucks wit Dame",27,41,68
Letting Go,2023-09-27T20:48:02.000Z,"The way you play Bucks now is by attacking Dame on every possession. Literally every single one. 

They will try to hide him & you seek him out like Bron did at the end of Blazers game. 

The domino effect is foul trouble for Giannis/Lopez & tired Dame.",38,218,256
MIAMI HEAT DEPRÊ,2023-09-27T21:36:23.000Z,"Milwaukee Bucks: Dame, Giannis, Middleton e Lopez 
Miami Heat: Poder da amizade",7,91,98
Harp,2023-09-27T20:33:36.000Z,"The 2 Man Game | Dame & Giannis

The bucks become so dangerous in the 2 man game. 

With Lillard being such a threat to score out of DHO & BS the defense is going to have to pick & choose.

Giannis passing ability out of short roll  will open up the floor for open shooters",1,26,27
C.J. Toledano,2023-09-27T19:28:38.000Z,Giannis welcoming Dame to the Bucks locker room,7,54,61
🅵🆁🆃🅷🅴🅵🅽🆂,2023-09-27T19:35:47.000Z,I should’ve known the Bucks we’re gonna trade for Dame after Giannis talked about him like this lmfao,26,209,235
Frank Madden,2023-09-27T20:22:43.000Z,"I have mixed emotions about this deal simply because everything Jrue meant to this franchise on and off the court. Just an A+ human. But man what a statement move from Jon Horst and Bucks ownership. You worried about the Bucks’ “commitment,” Giannis? Alright, here’s Dame Lillard.",139,1600,1739
Qwertyyy,2023-09-27T20:18:23.000Z,Dame to Giannis… Bucks lead by 53 at the half,0,0,10
Angelo,2023-09-27T19:37:47.000Z,"So are the Bucks a superteam?

Giannis, Dame, Middleton and Lopez. Sounds like it to me",9,54,63
Tommy,2023-09-27T22:19:53.000Z,"Damian Lillard to the bucks got me madder then Donvan Mitchell in this moment 

Dame, Bucks, Giannis, Lakers, Harden, East, PlayStation, Brittany Renner",7,11,18
Wildes,2023-09-27T21:54:52.000Z,"Dame to the Bucks Superstar Emojis: 
Giannis
Embiid
Jokic 
Luka 
Tatum
Steph 
Bron 
KD & Book  & 
Kawhi & PG (Jrue arrival?)
Jimmy ",36,611,647
Stephen A Smith,2023-09-27T21:29:07.000Z,"Holy Sh&$&!!!! Dame Time is heading to 
@Bucks
. So here’s what we know: the 
@Bucks
 are trying to win now! 
@Giannis_An34
 isn’t going anywhere. And I’m not so sure that the 
@celtics
 are may favorites to win it all anymore! Damn!!!",222,2300,2522
Melanin_Queen,2023-09-27T19:45:47.000Z,Dame to the bucks alongside Giannis is wildddd ,4,9,13
Child of God,2023-09-27T19:52:09.000Z,"Dame to bucks
Naa we ain't ready for Giannis + Dame ",1,6,17
𝕃𝕖𝕟𝕟𝕪,2023-09-27T20:08:08.000Z,bucks got dame and giannis and im supposed to sit here and watch julius randle and rj barrett,0,15,15
Bruce B,2023-09-27T19:47:43.000Z,"This Giannis bite from ""48 Minutes"" two weeks ago may have been the moment that led to today's 
@Dame_Lillard
 trade to the 
@Bucks
 
@BleavNetwork
 @RossGeiger
 @worldbfreer
 @Giannis_An34",6,11,17
Al Goodman(CoachGoody421),2023-09-27T20:52:44.000Z,Dame Giannis and Bucks fans...,0,2,12
GoDucks.net,2023-09-27T19:47:14.000Z,"I'm way happier that Dame landed with the Bucks because 

1. Dame/Giannis/Middelton is NASTY
2. F Miami
3. Getting Ayton is smart long term and solves the hole we've had at center since Sabas (sorry Nurk, I'm not sorry)",2,15,17
Mannie Peddie Fresh,2023-09-27T20:05:02.000Z,"I literally own shoes by two NBA players: Dame and Giannis

GO BUCKS",0,2,12
theScore,2023-09-27T20:30:00.000Z,Do you think the Bucks will win it all with Dame + Giannis? ,9,58,67
Hardwood Paroxysm,2023-09-27T19:12:50.000Z,"Bucks are thin and old, but you've got Dame and Giannis.",20,163,183
RexUTD,2023-09-27T20:43:02.000Z,"Dame X Giannis? 
Bucks cooking
Warriors.. I'm scared",0,2,12
Joe,2023-09-27T19:19:15.000Z,"Gave my thoughts on the Lillard trade... check it out!

https://youtu.be/SLIu-UJdSfU
https://youtu.be/SLIu-UJdSfU
https://youtu.be/SLIu-UJdSfU

#NBA #Dame #DamianLillard #Giannis #Bucks #Blazers #Suns",0,0,10
bushbee_,2023-09-27T22:18:43.000Z,"Did anyone see this Dame to Bucks trade happening? Like, was there talk of it? All the talk was Dame to everywhere else and Giannis is leaving the Bucks. I’m actually super surprised about this!
Also - let’s get Jrue",0,7,17
Bucks Film Room,2023-09-27T20:56:26.000Z,"Bucks playoff rotation is what matters most. They’ll need 16 wins from:
Dame
Giannis
Middleton
Brook
Portis
Connaughton
Crowder
Beasley?

They need at least one more wing/ball handler before April.",5,202,207
,2023-09-27T19:32:42.000Z,"Giannis, Embiid, “KD” are not better than Steph LMAOO",0,38,38
vino,2023-09-27T21:08:28.000Z,comparing KD/Steph/Warriors to Dame/Giannis/Bucks & thinking they’re even remotely similar is girl math,0,0,10
artin,2023-09-27T19:35:43.000Z,"Ya know…it’s only right someone name DOLLA ended up on the Bucks! 
@Dame_Lillard
  @Bucks
  @Giannis_An34",0,2,12
TBMPT,2023-09-27T20:47:40.000Z,Dame going to the bucks???? Giannis and dame on the same damn team??? going to have to sleep on this one before it becomes a reality. ,0,2,12
Daman Rangoola,2023-09-27T21:10:54.000Z,Props to the Bucks for swooping in - Dame and Giannis is fun as hell and worthy of an aggressive move (and the move wasn’t really that aggressive all things considered!). From a skillset POV I always thought the dream superstar pairing was Steph and Giannis…this makes sense,5,79,84
HalfAsianAl,2023-09-27T21:28:53.000Z,Found it! Said this over 5 years. This was before the Bucks won a Championship but I still counting this as a win. #Calledit #Dame #Giannis #Bucks,0,1,11
MAR!,2023-09-27T20:13:53.000Z,"coming out of twitter cryosleep to say that, at least on the surface level, i am more scared of the dame-giannis bucks in the finals this year than i would have been of the dame-jimmy heat. that is all",0,1,11
Chuck D,2023-09-27T20:48:52.000Z,"Dame 
@Dame_Lillard
 gets a OSCAR ( Robertson) to Giannis (Kareem) 
@kaj33
 .. reminds me of that. OG ballheads know what im saying 
@Bucks
 @KnicksFanTv",17,70,87
yhopp,2023-09-27T23:06:08.000Z,Giannis can’t even gaurd kd,0,4,14
𝐌𝐚𝐩𝐥𝐞 𝐉𝐨𝐫𝐝𝐚𝐧,2023-09-27T20:56:56.000Z,not moved,0,5,15
Pack Mamba,2023-09-27T19:44:40.000Z,Dame Freak,0,0,10
Bocar Bathily,2023-09-27T20:12:59.000Z,Giannis dame ,0,1,11
Jeff,2023-09-27T19:36:46.000Z,Giannis + Dame ,0,0,10
evanem,2023-09-27T20:39:43.000Z,"Dame playing next to Giannis on a very good Bucks team in a meh eastern conference.

What are Dame's MVP odds for next season rn?",0,11,11
Zappe Brasil,2023-09-27T19:36:18.000Z,"GIANNIS >>>>>>>>>>>>>>>>>>>>>>>>>>>>> AD

LeBron >>> Dame 

Bucks > Lakers",0,33,33
No Dunks,2023-09-27T20:14:19.000Z," Damian Lillard traded to the Bucks! 

Quick reactions on Dame &amp; Giannis, the Trail Blazers' waiting game, Suns swapping Ayton for Nurkic.

: https://youtube.com/watch?v=_WX8ORKxXdw…
: http://apple.co/3CUsJOD
: http://spoti.fi/2xpWzKb
: http://bit.ly/328C8PN",3,49,52
Brooklyn,2023-09-27T23:42:39.000Z,"Fr, Giannis 100% guards KD but KD doesn’t guard him",0,0,10
Ran,2023-09-27T20:57:09.000Z,W move,0,4,14
King Phazo,2023-09-27T21:49:33.000Z,Dame and giannis are the x factors for the bucks,0,1,11
521musick,2023-09-27T20:04:07.000Z,"Giannis, Dame and Middleton WOW!!!!!!!!!",0,0,10
JuQuotes,2023-09-27T22:38:50.000Z,giannis and dame this is tuff,0,0,10
Last Take™,2023-09-27T20:40:24.000Z,Giannis x Dame is going to be CRAZY scary ,0,0,10
deangelo gibson,2023-09-27T19:56:05.000Z,"Nothing easy in sports but this move just gave hope to small markets like my Milwaukee 
@Bucks
 times and things have change its dame time in milwaukee. #dame #giannis #bucks",0,0,10
Tglizz,2023-09-27T20:41:20.000Z,He knows they aren’t going to be able to get past the Bucks now. Dame/Giannis is going to be a tough duo to beat.,2,149,151
Typical_Laker_fan,2023-09-27T23:01:53.000Z,I can already see Giannis doing the Dame time celebration ,0,1,11
Mohamed Amir,2023-09-27T21:14:53.000Z,"End of an era indeed! Dame to the Bucks!
Dame plus Giannis Antetokounmpo that's a
lethal duo! Good luck in Milwaukee 
@Dame_Lillard
 #Dametime",0,0,10
Evan Kane,2023-09-27T22:59:55.000Z,"@Dame_Lillard
 @Bucks
 @Giannis_An34
 
Let's gooo! Welcome to the squad Dame. Looking forward to the most exciting season in Bucks history. Great time to be a Wisconsin sports fan",0,0,10
Dude,2023-09-27T21:15:14.000Z,Dame + Giannis is going to be INSANE to watch. Excited to see you have a legit shot to compete for a title.,0,0,10
John Rocha aka The Outlaw Nation,2023-09-27T19:55:46.000Z,"WOW!!!

This is such a great situation for Dame. It might even convince Giannis to stay even longer with the Bucks.

Miami and others would've had to gut their teams to get Dame and he'd have been worse off.

Now he goes to a title contender with a massive superstar.",0,16,16
Daily Sports,2023-09-27T20:27:10.000Z,Will the MIL Bucks win the 2024 NBA Finals? ,13,15,28
,2023-09-27T22:13:17.000Z,Damian Lillard on the Bucks to the whole NBA,22,258,280
JUJU PUNTER. Legitcalculator,2023-09-27T21:16:21.000Z,Fear Milwaukee bucks this new NBA season.,208,606,814
Poetik Flakko,2023-09-27T19:32:01.000Z,"Jimmy Butler Said This After Hearing Damian Lillard Went To The Bucks: “Yo NBA Man, Y’all Need To Look Into The Bucks For Tempering.”",0,7,17
2 Beers Podcast,2023-09-27T19:44:08.000Z,"Well, tonight pod just took a turn 
@Dame_Lillard
 @Bucks
 @trailblazers
 
#NBA #dametime",1,1,12
FAIQ,2023-09-27T19:31:23.000Z,NBA teams reacting to bucks trade for Damian Lillard,2,37,39
FanDuel Sportsbook,2023-09-27T19:45:55.000Z,"HUGE day in the NBA 

Are the Bucks your pick to win it all?",7,22,29
Trey,2023-09-27T19:37:40.000Z,Bucks and Lakers in the NBA Finals gonna break viewership records,4,4,18
Ty,2023-09-27T20:27:45.000Z, DAMIAN LILLARD TRADED TO MILWAUKEE BUCKS #nba #NBATwitter #nbatrade,2,8,10
NBA Fantasy Bible,2023-09-27T23:31:00.000Z,"For me, this was Jrue Holiday’s most iconic moment for the Bucks.  Massive moment in NBA history.",0,16,16
NBA ADDICTTV,2023-09-27T22:48:13.000Z,"NEW VIDEO OUT NOW!

DAMIAN LILLARD TO THE BUCKS JUST BROKE THE NBA!!
https://youtu.be/LAAF9Uejxgo",4,4,18
𝕋𝕒𝕧𝕖𝕣𝕟 𝕎𝕀 𝕊𝕡𝕠𝕣𝕥𝕤,2023-09-27T21:28:05.000Z,"Solid emergency show Winks! 

IT’S DAME TIME!  

#Bucks #NBA #DamianLillard #FearTheDeer",1,4,15
Shawn Ambrose,2023-09-27T23:15:13.000Z,Are Giannis and Dame the best duo since Shaq and Kobe? #Bucks #NBA,0,0,10
Analytical Sleeve,2023-09-27T20:20:06.000Z,Never be deterministic in your answers. #bucks #NBA,0,1,11
Hoops on 𝕏,2023-09-27T21:47:54.000Z,"In a blockbuster trade, the Bucks have acquired superstar point guard Damian Lillard from the Trail Blazers. 

Pairing him with reigning Finals MVP Giannis Antetokounmpo gives Milwaukee one of the most fearsome duos in the NBA.",17,145,162
